text,sentiment
mc  #  happysiyeonday happy birthday to you  enjoy your day ahead  and eat delicious food  stay warm and healthy  we re here for you  waiting  ,4
the owl planter  fruit bowl is glazed and ready for the kiln  what i can guarantee is that it won t come out pink  it will probably be a sludgy brown  the mystery and witchcraft of glazing  not an owl planter  cocked that up on first attempt ,4
see this funny  but we can t condone in this act ,4
lol shes so cool  ,4
played this tune to my wcw and from then it was love at first sight  ,4
thank you mike for your signs  just right now you give me another one  how great you are  you aappeared at  in this video  ,4
this absolutely made my day  you yorkshire peeps ,4
good morning  ,4
a great cpd session this morning refreshing mob procedures with the harbour authorities environment team  dead fred  was worn out after a morning of swimming in cardiff bay  ,4
i really want my senior pics  ,4
cringey new pp but this twitter so no one really cares  ,4
such a nice  and easy for parents  idea to help kids celebrate their differences  i can spot max s socks too  antibullyingweek,4
exciting  we look forward to hearing all about it  ,4
hahaha  that s wrong  lmao  completely funny  ,4
english  those who leave the permanent things and go after the impermanent  their permanent things get destroyed and the impermanent are anyways mostly unsure  can someone translate in other much needed languages plz  ,4
wear a coat  don t want any embarrassing moments  lol,4
  chivette izzy is as mysterious as she is attractive  photos  ,4
always fun to be trolled by a bot  ,4
wow so now that s all i m gonna think too  ,4
being impopulair mostly  ,4
this is the first time i met a street poet  after talking to me for a minute  this beautiful young lady wrote this poem  does it capture who i am  my favorite part is  freedom is writing itself into your day s sky  ,4
so which one of you nice girls on here gon buy me call of duty  ,4
we created a great display for remembrance day on monday and today shared heart tokens with each other whenever we spotted someone being kind for world kindness day  share with us what you did today for world kindness day  ,4
go take a look  trusted lending center was honored to be a part of nearbynews  latest publication  ,4
love all of the prokaryotic cells and the creativity in this class  th grade science  rocks  packpride ,4
nationalsigningday  happykindnessday  i m trying to teach myself to sign  i need to practice more often because it s awesome  i ve always wanted to learn it  btw  video taken by my awesome daughter  she s on a goosebumps binge  lol  watching the old episodes  ,4
there s a new terra mystica expansion coming out  hnngh  ,4
  room partners  they decided to play rock paper scissors  and the first three winners got to pick out the room they wanted to sleep in  the other three would pick their room partner after that  i wonder why shindong does not want to room in with changmin  ,4
in case you all forgot  it really is all about me  #  h befuckinguseful mslaurasbirthday ,4
i ll just continue to take my own photos  ,4
handholding is so old  this is the new lewd shit  ,4
watching my favorite show family guy  ,4
please retweet and help a lpcal independant business  it will make you feel all fuzzy and happy inside  ,4
ahsgjdgfds this is awesome,4
senior socials elder bernadette is a mabellelder  she shares with our mabelleyouth about the activities the seniors are engaging in  inter generational discussions is so crucial in knowledge exchange and understanding a different perspective  share a story and listen to one  ,4
people say that if you work hard enough you will reap your rewards  however sometimes giving people the opportunity or opening the door for them is equally important  help others along the way  ,4
love this adorable ittle bittel  ,4
one of my proudest recent accomplishments is figuring out that i can id great created flycatchers just by how they wiggle their butts so i think birding by butt is an important skill to build ,4
i m going to live tweet harass you guys during this  ,4
  more people to  k  woo hoo  let s do it team  if we don t follow you  let us know below  we ll follow ya back  peteforpresident buttigiegbarnstormers changethechannel petebuttigieg  ,4
his ni neck long don t even match his body giraffe jailbait looking azz  lmao lol  that was a fun of time  hilarious  just had to say it i dont bite my tongue had to burn some bridges get rid of a lot of disgusting nasty ratchet slit throat birds  nopunintended imjustsayn,4
a big thank you to brian for making this for us and dropping by today  that s captain baker with a rare photo appearance  bnpd grateful worldkindnessday bentonproud ,4
today is such a good day  macbeth is king and im about to go riding with my dad  let s go  blessed unimacbeth mrsstephensisawesome  ,4
most tekken players overcomplicate the game  ,4
thanks fletch ,4
sweet weather  ,4
drive friendly  be courteous  use your blinker  let someone merge into traffic with a  and a  worldkindnessday  follow us at  to receive live feeds on crime and arrests in your area  ,4
i got my ak in modern warfare so i can finally let the choppa sing  ,4
how many times are you people going to recycle this tweet ,4
good to see no one cares about christmas  ,4
than you for your comments  i liked this one too  ,4
just got disney  this is a great way to keep me entertained at home so i can stop going out  amp  spending money  ,4
no parties until december for me now  luckily i ve some very sexy special friends  very lucky as one lives a mile away  the other  miles seeing them both next week  ,4
